food_name,calories,protein,fat,carbs
pizza,326,15.45,2.19,33.48
chapati,473,5.55,14.93,14.52
ice_cream,274,2.04,19.22,61.37
paneer,233,10.23,19.88,64.43
idli,193,25.45,3.64,21.33
tofu,59,28.17,13.18,73.83
fish_fry,488,28.87,4.48,10.53
grapes,208,3.66,15.57,17.71
milk,53,7.79,20.96,32.63
sambar,71,8.3,16.01,78.87
rice,204,24.73,24.03,72.5
poha,355,11.7,20.56,50.81
idli,295,6.21,2.34,24.97
apple,90,25.43,8.19,45.94
dosa,242,14.52,9.04,69.23
fried_rice,497,14.7,5.57,41.5
pasta,150,17.46,9.95,47.44
noodles,161,23.04,13.18,77.15
pizza,286,21.29,12.02,20.55
sambar,392,6.42,21.12,12.14
poha,204,6.28,18.53,36.31
paneer,337,7.21,5.1,48.49
egg_omelette,65,10.78,12.67,18.39
grapes,459,10.63,8.26,19.55
fried_rice,331,18.09,8.65,77.43
poha,494,29.51,1.89,7.64
rice,408,29.78,11.31,34.25
sandwich,173,23.31,6.17,13.49
paneer,383,19.33,2.7,44.96
tea,325,13.76,4.41,41.57
idli,417,27.05,8.52,66.41
fish_fry,248,5.98,21.48,21.12
paneer,234,2.72,3.94,48.09
dosa,311,10.12,7.58,6.84
chicken_curry,326,18.6,9.1,56.94
idli,362,8.49,5.4,48.62
cake,422,21.43,3.74,43.87
sambar,247,2.53,13.36,66.78
tofu,50,13.12,16.52,13.62
cake,393,18.11,2.46,16.91
burger,233,29.17,14.06,12.19
fish_fry,145,21.96,16.7,32.73
coffee,349,4.4,1.2,55.31
coffee,275,11.94,8.41,64.8
noodles,481,20.01,4.35,29.21
tofu,485,6.97,16.29,36.09
tofu,206,24.74,23.88,76.18
salad,165,16.7,7.13,52.2
grapes,100,5.8,15.07,60.87
sambar,96,17.51,10.04,47.28
apple,64,11.52,21.87,8.22
cake,436,3.73,12.45,70.99
pizza,469,10.53,21.33,11.23
ice_cream,56,6.54,18.05,27.39
paneer,355,5.9,11.72,65.2
grapes,123,9.37,12.28,57.61
chapati,63,8.02,2.27,39.63
tea,276,29.32,19.28,33.09
sambar,202,23.27,20.02,62.68
rice,265,16.66,6.83,28.58
milk,473,1.72,22.2,52.67
fish_fry,481,12.55,10.2,79.74
noodles,255,13.29,15.43,10.28
idli,285,6.76,3.83,45.9
dosa,399,29.39,23.97,55.14
upma,373,5.95,2.41,39.53
banana,200,21.95,12.98,34.55
grapes,176,3.95,20.67,8.81
tea,52,12.5,4.34,60.01
coffee,99,7.02,24.64,39.59
paneer,133,12.7,14.72,17.98
cake,428,13.34,1.89,23.32
dosa,382,27.94,13.85,68.54
egg_omelette,397,13.0,21.8,69.08
ice_cream,203,22.31,6.76,16.28
milk,197,15.25,2.49,19.03
burger,422,3.88,23.41,76.24
burger,319,29.62,23.19,16.51
rice,340,14.18,9.86,71.56
rice,368,17.53,1.68,12.96
coffee,95,7.38,7.21,37.22
idli,491,15.57,3.44,41.53
chapati,369,16.71,20.21,6.52
noodles,203,12.5,3.2,32.5
banana,470,4.79,2.66,20.96
orange,434,8.75,1.41,6.95
salad,185,26.3,22.75,28.34
sandwich,93,1.11,3.48,53.09
grapes,272,18.06,8.77,22.81
orange,433,24.68,24.38,69.31
egg_omelette,405,29.76,17.79,25.56
juice,466,28.75,15.55,26.33
chapati,283,25.9,3.4,74.25
tea,386,27.97,15.84,53.21
coffee,175,6.12,23.19,27.41
pizza,233,16.44,9.2,69.68
pizza,324,24.91,6.01,39.95
upma,80,14.09,15.71,31.02
orange,400,24.42,16.25,15.68
fried_rice,484,27.94,7.79,75.57
fish_fry,224,17.37,12.77,66.02
burger,328,24.4,20.92,10.61
upma,211,28.03,15.85,52.26
egg_omelette,466,22.45,18.53,10.93
fish_fry,424,3.22,22.79,14.74
coffee,462,3.6,8.37,49.47
sambar,181,27.7,11.89,40.0
milk,443,26.87,3.47,58.74
sandwich,232,22.62,21.43,15.59
pasta,478,22.03,15.61,28.17
upma,73,18.12,12.41,60.83
juice,347,9.86,11.99,40.65
sandwich,443,14.8,21.12,51.88
banana,299,17.08,5.27,46.22
tea,428,2.24,15.52,45.84
coffee,86,21.17,0.99,16.92
sandwich,234,12.01,6.83,38.04
chapati,259,3.94,12.09,6.29
dosa,388,6.88,24.12,76.64
burger,118,4.55,12.81,41.88
apple,261,24.56,3.45,12.28
egg_omelette,106,8.83,23.71,8.89
salad,446,13.6,17.85,69.99
fried_rice,459,17.72,6.64,14.67
fish_fry,322,28.69,17.43,38.81
sandwich,259,5.49,10.76,64.61
sambar,492,5.71,9.65,48.65
grapes,183,21.57,15.36,37.17
noodles,66,13.4,10.52,56.62
poha,209,18.43,21.22,45.3
tea,291,10.22,17.82,75.94
tofu,362,21.26,10.51,47.74
cake,86,18.37,18.14,40.52
noodles,412,4.36,13.52,48.5
sambar,441,24.05,16.41,78.29
noodles,428,20.56,24.31,51.44
juice,315,6.41,19.82,11.33
orange,68,23.77,1.99,47.55
upma,346,5.24,1.42,11.15
rice,239,25.4,19.92,9.86
paneer,312,4.16,18.9,16.93
fried_rice,434,17.31,2.52,27.05
banana,170,6.55,17.59,48.92
chapati,211,20.27,9.18,46.76
sambar,290,11.33,17.77,26.77
grapes,498,19.61,22.56,9.82
chapati,451,14.13,20.63,29.97
fried_rice,182,24.64,15.36,43.16
upma,147,17.76,6.28,15.48
juice,374,29.08,11.93,5.4
grapes,271,9.15,15.22,78.6
tea,97,23.62,5.86,41.95
banana,141,18.35,10.37,51.17
burger,54,25.35,16.23,61.57
pizza,65,16.71,9.68,52.88
fried_rice,239,21.32,19.42,14.03
sandwich,364,7.64,6.03,41.89
chapati,412,15.58,6.6,63.63
pizza,252,13.4,6.38,54.51
idli,452,6.02,6.29,25.7
egg_omelette,222,14.79,13.46,19.21
tofu,455,23.89,14.77,72.46
idli,92,18.86,11.05,25.53
grapes,117,20.03,14.5,17.87
chicken_curry,223,20.86,12.67,7.87
burger,133,28.77,2.33,65.94
ice_cream,133,24.71,9.23,13.61
sandwich,181,12.56,23.95,20.77
egg_omelette,490,19.89,17.03,61.09
noodles,86,25.81,15.99,42.83
chicken_curry,440,24.19,24.96,60.99
tea,438,13.25,24.91,67.86
dosa,144,15.85,18.49,50.25
dosa,225,18.77,11.4,41.43
ice_cream,268,17.99,0.64,75.02
tea,326,15.08,18.5,22.16
chapati,66,20.1,12.04,24.93
banana,355,26.8,23.62,6.89
ice_cream,464,5.86,13.97,75.7
salad,107,11.38,18.72,54.0
sambar,96,23.21,7.53,78.98
tofu,123,9.6,12.28,21.43
tea,87,28.95,18.66,32.21
fish_fry,193,9.43,10.03,11.61
poha,159,8.64,19.03,21.99
rice,262,12.35,13.85,23.85
juice,484,8.41,17.58,66.77
idli,487,13.12,21.07,70.48
egg_omelette,427,28.52,9.75,40.16
poha,124,16.42,20.34,18.41
apple,88,3.66,24.64,54.78
pizza,231,29.05,21.47,23.34
sambar,487,10.5,6.14,43.37
dosa,225,17.68,2.73,15.04
paneer,244,4.79,11.76,16.52
pasta,468,2.4,9.2,37.76
ice_cream,405,10.37,16.9,44.74
ice_cream,59,9.71,16.44,34.25
poha,145,12.39,9.14,46.88
paneer,246,20.07,10.77,41.11
egg_omelette,62,23.15,2.44,62.7
sambar,211,8.24,3.88,11.7
milk,192,25.49,3.01,16.73
tofu,405,6.45,8.57,18.75
tea,284,11.38,5.22,5.37
upma,173,9.78,20.92,69.83
poha,91,14.76,24.7,5.07
pasta,317,3.61,10.39,21.61
paneer,475,16.28,18.03,22.63
ice_cream,65,6.01,8.49,41.58
poha,427,8.18,22.14,46.58
idli,362,5.05,20.67,26.57
egg_omelette,305,20.04,19.5,35.93
cake,319,18.68,15.41,57.71
grapes,442,16.69,17.82,8.57
dal,91,29.01,17.7,44.54
poha,254,28.27,24.92,67.42
dal,82,10.18,6.92,70.2
noodles,270,12.18,5.21,61.12
grapes,139,29.67,2.42,42.12
rice,433,8.91,14.92,18.67
banana,261,6.49,5.09,42.14
apple,129,26.69,7.22,50.55
salad,152,10.36,5.22,20.1
ice_cream,115,5.02,22.25,65.11
tofu,90,5.14,2.47,14.71
chicken_curry,267,11.82,7.47,59.05
sambar,435,2.72,16.43,20.52
ice_cream,271,14.87,10.68,27.66
grapes,125,2.02,16.97,74.06
idli,189,25.86,22.83,68.57
dal,447,8.8,5.31,32.23
apple,157,7.47,16.45,15.83
ice_cream,65,19.53,16.23,79.82
noodles,130,8.79,0.51,24.42
tea,488,21.02,8.56,46.4
tofu,465,28.83,17.16,20.69
poha,233,21.93,5.8,62.66
cake,469,2.21,7.68,48.91
orange,202,22.47,2.16,77.25
orange,376,19.7,16.81,18.92
pizza,209,5.06,23.39,75.12
upma,59,11.63,15.76,79.97
rice,482,14.23,22.82,69.0
noodles,185,20.64,20.31,23.72
pizza,73,2.94,2.22,43.75
apple,100,26.97,3.78,26.33
sambar,452,29.24,23.13,15.8
chapati,334,1.76,9.79,6.99
tea,304,22.01,15.38,5.91
burger,332,8.73,19.61,13.55
chapati,328,20.01,9.48,49.46
sandwich,302,18.42,3.14,70.82
cake,228,6.93,3.63,10.23
sandwich,419,11.84,13.91,49.67
ice_cream,348,25.57,20.22,72.23
pasta,338,14.9,7.02,9.44
paneer,302,20.48,20.01,24.52
rice,82,13.24,15.02,73.56
apple,356,15.94,5.04,14.53
tofu,122,10.64,4.69,24.33
cake,354,20.26,1.55,53.14
paneer,392,8.05,13.54,26.78
sambar,128,22.18,22.97,19.4
sandwich,70,18.67,7.65,65.06
noodles,500,23.6,12.78,31.39
grapes,94,15.81,1.9,46.99
dosa,249,13.66,12.29,63.71
orange,347,28.81,12.38,79.23
tofu,310,6.86,14.03,11.93
pizza,471,15.22,4.09,52.9
pizza,391,23.79,2.96,56.37
tofu,468,28.74,15.52,39.25
sambar,374,2.97,19.28,55.17
tofu,343,26.21,24.41,47.09
sambar,361,27.29,7.01,40.47
chapati,179,23.95,14.02,71.86
fried_rice,237,26.77,5.55,51.15
salad,180,10.68,14.15,68.65
egg_omelette,483,17.01,7.98,48.96
tea,337,18.75,21.65,42.5
dal,325,17.26,22.07,34.89
orange,166,12.4,10.65,38.68
paneer,490,15.54,8.46,66.07
paneer,178,25.46,6.6,56.93
tofu,332,9.91,12.3,18.02
tofu,117,21.09,19.31,15.31
salad,348,18.2,15.64,44.86
rice,450,19.88,9.72,6.92
egg_omelette,500,10.2,16.15,30.45
sandwich,121,23.22,1.16,24.78
dal,446,9.32,18.15,58.03
noodles,272,20.81,4.69,39.03
burger,371,14.64,9.99,9.63
pizza,380,11.37,7.73,40.13
dal,376,9.9,12.32,38.94
pizza,245,18.64,24.88,14.36
salad,127,1.7,14.72,15.55
sandwich,55,16.55,15.56,59.49
rice,346,13.72,17.62,33.89
juice,313,26.69,14.19,65.19
coffee,314,29.05,1.68,47.24
egg_omelette,52,28.68,3.98,78.1
egg_omelette,490,9.99,17.99,25.5
pizza,94,4.82,11.73,16.51
noodles,105,25.73,6.51,19.88
dal,264,21.24,24.36,71.4
juice,406,17.71,24.05,21.35
dosa,311,23.56,12.9,39.3
dal,474,21.11,22.6,33.61
banana,468,29.27,1.4,28.31
banana,471,27.22,8.58,62.12
poha,349,22.34,11.32,35.07
ice_cream,314,21.11,7.89,45.65
tea,337,2.16,11.6,63.03
salad,167,17.35,23.82,48.31
idli,171,17.01,11.46,68.4
noodles,372,27.98,16.03,33.42
juice,60,6.7,17.91,56.65
pasta,63,18.11,12.31,73.22
noodles,426,15.69,12.24,59.69
burger,310,10.73,23.28,52.45
milk,104,11.69,22.54,21.69
coffee,500,4.53,6.44,69.63
sandwich,473,15.92,9.75,23.05
fried_rice,470,25.28,7.73,54.37
noodles,345,7.13,2.24,47.32
chapati,125,11.23,24.76,8.38
chicken_curry,399,22.79,18.85,40.84
salad,308,17.16,13.68,13.93
cake,225,7.61,1.74,75.23
pizza,177,29.54,15.47,78.84
rice,441,1.82,17.07,75.85
grapes,298,13.96,22.77,56.59
paneer,241,10.25,20.42,57.71
juice,347,19.96,16.58,29.02
noodles,389,3.62,12.71,43.49
chicken_curry,477,13.68,5.24,69.61
upma,354,26.9,12.35,42.5
coffee,368,12.56,19.88,14.02
orange,90,20.63,23.81,24.47
chapati,151,8.38,8.62,52.11
ice_cream,245,29.45,22.0,54.46
fish_fry,307,27.28,9.27,11.9
ice_cream,284,15.25,7.6,48.74
pizza,65,19.15,1.04,52.62
sambar,136,5.41,10.72,72.02
pasta,285,16.95,21.02,24.65
milk,190,10.23,23.63,34.4
grapes,494,2.33,2.31,20.72
fish_fry,216,12.25,19.33,58.14
cake,397,23.54,6.45,53.87
noodles,203,29.51,19.91,32.02
chapati,498,29.06,21.55,28.6
salad,166,7.2,20.54,54.54
chicken_curry,431,28.68,21.64,23.06
fish_fry,421,5.07,3.07,48.93
milk,458,16.5,8.87,23.78
tofu,175,18.45,14.23,68.3
sandwich,475,25.45,0.56,64.34
milk,109,27.09,20.67,70.56
egg_omelette,445,6.85,13.95,22.75
fish_fry,418,23.42,24.77,54.14
fish_fry,392,23.68,8.03,19.45
coffee,161,18.25,1.13,71.34
tea,216,13.69,0.99,14.79
paneer,172,22.01,12.11,47.27
ice_cream,228,15.22,18.25,29.01
poha,266,26.03,8.91,14.14
egg_omelette,330,22.14,14.44,29.79
pizza,402,26.81,18.28,62.14
pasta,54,18.8,3.47,21.92
paneer,101,14.37,6.95,36.53
chapati,198,29.65,23.55,73.93
fried_rice,377,8.02,6.73,32.82
chapati,394,28.71,9.83,45.73
tea,471,12.69,14.38,46.72
paneer,83,12.4,23.09,41.38
dal,271,19.6,14.87,7.86
noodles,277,16.09,18.19,25.08
tea,393,18.17,17.92,9.03
rice,425,28.13,8.33,47.32
rice,400,10.29,22.2,32.35
pizza,496,26.27,24.4,36.77
fried_rice,141,25.14,3.62,20.4
dosa,443,21.19,23.35,29.98
dal,248,13.3,14.4,16.24
tea,304,25.18,18.88,27.14
egg_omelette,320,28.51,4.77,67.23
tea,329,6.15,5.65,69.3
dal,228,27.76,9.46,14.91
upma,219,26.95,8.39,42.4
paneer,360,1.24,3.31,7.14
sambar,324,10.73,11.63,50.9
apple,112,27.32,13.71,57.15
rice,229,24.51,2.43,18.58
egg_omelette,472,1.46,19.51,42.18
egg_omelette,429,26.85,20.47,74.41
poha,217,6.95,1.56,78.56
upma,469,19.3,4.53,37.22
paneer,331,25.31,21.35,9.19
salad,438,23.9,11.93,11.91
tea,102,29.42,3.4,6.29
sambar,356,9.91,4.5,78.68
dal,96,13.23,22.88,39.45
upma,192,17.56,15.16,21.69
cake,445,10.51,1.25,8.39
idli,82,15.15,6.94,34.12
fish_fry,92,15.71,14.18,75.49
apple,436,6.48,13.89,45.85
milk,192,25.39,8.35,63.84
cake,342,4.01,2.01,44.99
coffee,283,26.57,7.54,39.52
upma,169,12.71,7.08,69.71
grapes,227,25.24,22.87,29.45
ice_cream,455,24.91,18.01,29.54
upma,216,20.4,13.59,16.14
chapati,212,22.6,2.8,33.24
banana,494,24.75,22.92,43.58
pizza,361,14.06,4.29,39.97
chapati,99,11.51,20.75,70.56
tofu,231,23.81,20.99,33.67
dosa,441,8.54,15.96,78.21
tea,187,3.23,5.55,79.61
poha,460,22.99,1.5,67.93
cake,79,4.23,18.03,62.48
milk,143,25.96,10.37,69.79
tea,199,6.87,5.7,33.13
banana,407,11.77,24.96,67.16
ice_cream,225,29.14,11.43,20.23
noodles,480,28.6,24.63,20.18
dal,380,26.32,4.19,77.06
noodles,199,17.01,20.17,78.66
grapes,50,5.51,0.96,9.79
salad,338,21.91,17.23,28.41
coffee,133,1.22,2.7,70.61
upma,389,5.42,13.36,49.3
chapati,90,24.52,1.7,58.97
pasta,320,29.29,2.92,25.37
banana,256,20.3,1.1,7.6
fried_rice,332,19.34,10.38,23.71
sandwich,178,11.92,21.7,75.59
sambar,493,26.7,5.38,46.83
poha,192,28.31,12.19,35.08
pizza,301,28.96,19.62,52.21
chapati,215,10.19,22.59,25.51
idli,329,9.23,7.6,30.12
cake,183,26.03,15.8,69.47
banana,184,16.41,13.76,55.25
fried_rice,498,23.77,3.64,59.66
milk,186,2.13,20.81,76.68
tea,414,2.55,12.6,52.42
ice_cream,413,20.48,13.56,15.57
grapes,138,19.45,10.6,49.75
idli,202,8.38,6.14,39.4
sandwich,494,1.78,17.27,67.48
milk,105,9.54,15.67,77.16
tofu,217,12.41,16.25,72.8
pizza,389,16.14,13.82,34.76
upma,438,28.65,1.33,41.05
noodles,295,3.78,9.93,30.23
tofu,395,18.32,22.07,34.88
egg_omelette,88,7.65,21.92,8.42
dosa,342,7.12,22.3,67.05
idli,52,11.36,13.06,78.38
burger,349,19.57,7.55,39.36
upma,245,22.87,7.12,66.15
ice_cream,353,13.66,11.19,53.72
dal,299,22.24,15.92,36.49
chicken_curry,211,1.16,15.09,47.84
salad,294,14.12,19.01,7.38
egg_omelette,448,14.44,3.09,75.54
pizza,188,5.79,3.29,57.35
chapati,317,8.63,21.28,57.78
banana,168,18.8,22.73,67.08
paneer,209,24.13,22.73,12.15
ice_cream,93,14.71,1.24,77.66
apple,434,14.05,11.64,67.95
pasta,68,2.83,13.94,33.11
sandwich,441,29.68,2.92,15.63
cake,420,20.91,19.89,43.03
orange,151,10.75,7.53,29.88
chapati,324,19.77,18.87,33.95
fried_rice,90,7.4,14.88,41.08
tofu,100,11.75,2.59,73.11
milk,338,26.41,3.95,43.55
idli,218,16.66,1.41,41.78
pasta,117,2.87,20.01,72.43
chicken_curry,384,24.62,21.72,10.07
grapes,167,6.81,19.62,56.12
sandwich,452,10.18,1.68,29.14
burger,193,4.2,6.12,51.98
grapes,99,23.13,17.81,69.53
idli,426,24.57,11.46,22.0
pizza,380,21.37,20.9,77.61
idli,302,9.09,5.97,54.83
fish_fry,490,24.37,20.55,58.71
egg_omelette,325,21.29,23.77,59.75
banana,454,2.1,15.61,32.4
banana,260,7.85,6.54,64.19
dal,280,23.44,17.9,49.72
pizza,353,25.66,21.86,65.99
tea,211,27.18,21.69,30.17
poha,213,26.71,18.58,29.65
tea,421,18.1,24.85,8.28
fish_fry,387,4.96,8.5,37.44
orange,376,20.67,15.33,15.16
banana,359,23.6,22.34,50.57
noodles,202,18.28,12.77,32.39
pizza,297,4.93,24.26,22.78
banana,483,28.92,2.14,24.18
upma,479,2.54,3.78,73.6
cake,292,10.9,16.68,74.1
dal,455,22.19,19.78,8.74
burger,461,8.81,1.35,33.13
tofu,358,1.39,14.67,41.39
ice_cream,334,22.45,21.7,38.95
burger,53,23.72,14.22,74.87
coffee,303,10.85,8.14,24.75
grapes,361,18.5,21.62,30.16
dosa,141,3.32,7.57,5.56
idli,363,8.47,3.61,47.84
juice,235,18.78,7.43,77.63
dal,214,21.39,2.9,68.84
salad,411,3.0,1.0,60.55
milk,92,6.66,22.71,79.03
sandwich,150,8.52,7.22,69.43
fried_rice,391,10.5,22.48,75.67
poha,107,29.63,19.89,58.6
paneer,390,7.91,0.51,65.75
chapati,353,17.92,2.4,16.8
salad,431,8.17,14.21,38.03
sandwich,445,22.37,23.01,35.31
dal,194,9.09,10.64,63.79
fried_rice,214,3.62,9.13,17.78
egg_omelette,62,27.64,19.42,68.69
ice_cream,500,7.47,2.92,71.88
paneer,114,16.94,4.17,63.48
pizza,78,24.56,5.53,19.61
fried_rice,150,26.81,0.9,24.03
apple,67,3.46,20.06,37.16
ice_cream,272,15.04,21.94,64.56
poha,362,9.48,22.34,68.72
upma,276,27.48,9.56,67.72
dosa,227,3.83,20.29,79.95
upma,337,5.2,16.38,59.59
tea,309,21.55,2.73,24.97
noodles,113,3.71,24.81,9.36
pizza,330,29.34,13.2,21.98
paneer,467,4.87,24.22,48.15
poha,138,8.99,16.86,65.45
dosa,92,23.11,19.09,73.94
milk,275,19.07,17.81,42.91
poha,384,19.02,9.82,79.16
noodles,157,20.3,15.56,15.87
pizza,58,6.58,8.64,77.73
orange,155,4.27,12.74,44.89
sambar,345,16.02,22.63,75.81
dal,465,25.62,10.9,69.3
juice,79,10.02,18.35,77.67
dosa,335,14.19,3.47,69.29
pasta,248,2.82,15.99,72.69
fried_rice,372,9.59,9.85,40.18
egg_omelette,276,23.78,10.84,22.69
tofu,406,24.19,14.21,33.62
grapes,88,26.78,4.3,8.47
idli,319,7.71,20.45,54.84
banana,160,13.52,23.88,31.7
idli,352,23.51,9.28,69.89
paneer,115,27.49,21.04,58.57
egg_omelette,330,27.33,11.43,7.62
burger,336,4.65,21.09,11.96
paneer,330,16.46,7.69,14.88
fried_rice,177,29.68,16.74,63.39
tofu,311,14.94,3.34,64.28
sandwich,495,18.11,11.46,7.22
rice,460,1.97,14.56,55.38
burger,409,7.69,24.28,72.85
pizza,232,7.0,10.29,27.01
tofu,345,29.69,20.95,57.03
pasta,405,24.08,11.31,37.0
rice,177,3.78,11.81,35.15
burger,325,5.04,1.87,17.89
milk,159,4.41,22.04,26.83
sambar,171,15.25,7.65,78.64
pasta,430,18.3,15.24,36.74
orange,159,22.07,5.76,79.98
sambar,436,18.47,2.54,10.05
sandwich,368,11.01,23.31,45.28
salad,422,18.22,24.46,27.34
pasta,295,25.07,24.25,24.58
egg_omelette,305,29.5,23.85,5.21
tea,299,6.65,10.59,27.22
orange,462,29.0,8.33,33.92
paneer,209,12.76,11.96,56.28
upma,138,16.71,16.82,58.54
grapes,356,10.5,4.67,42.25
idli,273,1.58,19.88,10.44
poha,485,14.83,23.85,42.27
tofu,71,14.23,6.79,29.21
coffee,489,15.25,21.63,42.83
tea,476,15.35,22.23,16.25
rice,420,9.14,12.53,70.46
juice,435,26.15,5.18,61.19
tofu,133,5.81,16.37,15.76
fish_fry,205,5.05,0.74,44.72
milk,85,1.42,4.59,49.24
upma,433,15.73,15.36,14.72
paneer,134,5.27,10.32,62.07
paneer,261,28.52,11.02,53.93
chapati,474,17.92,7.39,26.33
grapes,288,7.94,4.29,24.02
grapes,167,11.28,4.15,35.18
chapati,370,24.83,12.62,22.47
salad,456,14.55,10.52,61.03
rice,249,11.11,17.73,71.41
dosa,67,20.79,10.62,64.91
upma,256,5.95,12.63,50.9
sambar,280,21.68,12.79,46.98
idli,294,28.67,1.45,36.55
tea,156,24.52,2.35,53.18
paneer,163,10.63,6.25,6.56
juice,349,29.88,21.22,51.25
fried_rice,382,9.42,10.51,50.0
ice_cream,156,9.9,6.92,34.93
ice_cream,351,8.22,8.07,28.92
upma,481,27.19,19.8,40.39
sambar,360,13.01,4.01,64.53
tea,351,5.0,1.4,17.17
milk,315,2.44,20.59,46.42
poha,236,22.43,12.7,21.63
ice_cream,112,23.59,10.9,42.46
coffee,276,2.15,6.67,79.06
upma,445,14.72,10.92,60.27
rice,424,17.08,11.25,74.45
milk,99,2.05,2.97,70.1
paneer,286,29.34,8.05,23.92
noodles,206,17.42,20.1,19.11
juice,187,1.67,13.4,5.42
apple,445,5.75,2.52,40.51
sandwich,315,21.56,21.47,46.71
banana,95,8.78,10.91,46.38
sambar,280,4.74,2.39,17.81
fish_fry,119,17.21,14.56,43.14
fish_fry,450,10.86,20.36,68.45
grapes,390,13.17,13.13,17.3
cake,258,28.81,7.08,28.98
banana,92,16.33,10.48,29.82
chicken_curry,417,11.78,14.44,53.15
ice_cream,426,3.06,3.01,71.24
pizza,410,10.46,23.18,10.65
poha,361,14.06,23.93,29.67
cake,330,17.1,9.34,11.38
milk,301,6.75,3.94,47.67
cake,289,8.12,7.53,15.16
apple,466,13.21,17.52,59.35
fish_fry,71,4.6,24.05,21.92
banana,394,11.32,22.66,31.31
pizza,265,23.74,8.72,51.09
coffee,280,17.59,16.36,7.15
dal,66,1.77,1.23,8.09
cake,378,6.8,21.27,65.16
banana,297,28.66,15.69,17.1
rice,196,3.6,7.39,49.88
tofu,90,8.3,2.1,63.81
coffee,434,16.66,5.0,28.56
burger,482,27.75,13.41,26.73
pasta,315,26.43,11.94,13.49
pizza,277,21.85,2.83,62.31
coffee,261,28.68,11.05,43.55
cake,117,3.28,7.42,35.34
idli,414,16.39,15.77,66.01
chapati,391,3.46,9.04,43.11
rice,79,7.56,22.82,12.53
paneer,161,8.3,7.01,54.46
noodles,87,23.62,21.48,70.26
fried_rice,374,25.63,16.18,9.38
paneer,206,12.14,22.09,67.39
pizza,78,26.69,14.54,33.45
pizza,248,23.25,6.52,67.41
grapes,401,22.54,11.29,38.14
chapati,193,28.57,22.52,36.16
coffee,272,25.42,15.8,56.43
banana,420,27.43,19.35,28.93
idli,273,16.05,7.66,68.3
upma,196,17.41,2.71,5.17
ice_cream,107,9.6,23.79,38.23
juice,476,23.72,13.66,27.1
orange,256,8.87,2.91,44.01
dosa,118,29.94,7.37,38.44
tea,307,22.95,5.72,77.7
egg_omelette,386,29.82,16.89,70.33
milk,361,6.76,4.3,70.28
dal,479,1.67,12.03,8.31
sandwich,259,2.27,12.66,61.74
banana,138,14.35,10.33,40.79
cake,342,25.5,5.12,41.98
chapati,136,23.38,5.98,59.89
burger,118,13.71,3.89,50.71
banana,402,18.41,24.49,52.11
chapati,371,20.68,5.83,16.61
sambar,428,16.74,10.59,55.09
dosa,390,25.17,4.17,16.94
pizza,485,12.06,6.02,61.84
chapati,381,13.94,2.81,6.75
upma,356,4.97,3.63,58.4
milk,248,11.67,14.04,45.23
apple,76,26.36,4.15,23.54
burger,370,17.95,22.14,62.86
fried_rice,190,18.23,2.71,8.66
chapati,236,7.16,15.15,38.68
banana,59,7.99,2.28,17.06
coffee,50,1.89,18.57,36.46
coffee,282,17.82,10.48,57.9
juice,364,7.52,9.06,34.59
grapes,110,6.93,19.29,17.01
rice,75,10.89,1.61,55.12
sandwich,228,8.24,14.52,59.88
tea,266,22.65,11.88,6.9
paneer,460,20.43,17.58,29.16
poha,318,10.18,21.74,21.31
pasta,277,26.55,5.78,66.16
orange,262,7.71,21.09,30.07
rice,56,9.9,21.15,25.01
noodles,359,25.25,15.08,9.06
orange,413,14.54,5.18,37.63
upma,99,5.01,19.0,62.6
sandwich,149,27.41,21.2,76.87
grapes,462,22.11,22.0,73.65
apple,75,29.97,10.81,33.22
grapes,247,24.19,18.08,59.47
burger,247,1.95,1.82,50.99
poha,360,3.82,14.07,68.69
poha,124,25.02,17.8,42.41
tea,285,6.87,7.38,76.49
cake,271,16.0,17.87,54.13
fish_fry,472,8.62,7.57,16.64
pasta,141,25.13,20.34,12.53
dal,444,4.65,0.89,69.48
tofu,256,22.61,8.31,40.58
poha,139,8.32,0.96,55.39
orange,125,9.93,17.25,13.89
coffee,214,8.17,4.69,26.25
burger,91,13.28,6.83,70.42
orange,69,24.31,5.4,26.36
chicken_curry,145,3.02,24.31,17.93
fish_fry,397,20.3,5.33,77.26
cake,59,19.24,13.49,74.66
pasta,98,27.13,5.72,10.42
cake,101,15.81,5.19,39.11
orange,477,13.43,11.98,36.28
ice_cream,373,17.1,24.91,61.79
grapes,458,18.07,8.51,21.78
tea,321,24.59,10.71,76.56
paneer,351,11.45,1.23,68.68
tofu,496,18.45,12.58,33.15
coffee,163,26.38,9.87,73.46
rice,157,8.26,10.53,22.74
ice_cream,122,21.23,6.02,50.97
tea,51,25.9,10.48,72.27
sandwich,406,28.93,19.5,69.14
dosa,368,1.68,7.05,24.43
apple,254,24.75,20.35,43.16
egg_omelette,120,1.46,4.07,48.21
ice_cream,91,4.44,15.89,64.4
dal,192,10.87,21.25,70.82
tofu,402,20.06,14.2,16.16
tea,300,24.75,6.49,59.27
fish_fry,132,12.97,17.05,32.98
dosa,433,10.17,16.14,23.34
banana,134,9.35,1.88,51.24
burger,161,15.38,17.64,15.01
poha,278,26.84,1.53,17.16
upma,191,18.61,11.91,25.42
banana,198,15.92,15.46,72.81
tofu,245,17.94,23.86,16.66
upma,110,14.01,16.96,62.24
noodles,331,1.49,7.35,79.28
orange,198,29.96,1.39,11.01
